1,226,203,"Bulbasaur",#FALSE#,#FALSE#,5,8,65,0,0,0,45,49,49,45,65,65,65,2,"82,83,106,145,159,189,197,220,223,224,242,","8,38,39,40,47,59,71,75,77,80,88,91,132,149,163,164,190,195,197,214,218,220,235,","109,141,160,173,185,","82,83,106,145,159,189,197,224,242,","15,19,39,47,48,117,124,156,162,163,197,213,222,226,235,","7,169,","0","82,83,106,145,159,189,197,220,223,224,242,","8,39,47,71,75,80,91,149,163,164,168,192,197,208,214,235,264,278,325,","25,38,109,141,173,185,286,303,","","19,48,124,213,222,195,59,132,218,190,40,77,","",#TRUE#,#FALSE#,#FALSE#,2,"A strange seed was planted on its back at birth. The plant sprouts and grows with this Pokemon.","It can go for days without eating a single morsel. In the bulb on its back, it stores energy.","The seed on its back is filled with nutrients. The seed grows steadily larger as its body grows.","It carries a seed on its back right from birth. As it grows older, the seed also grows larger.","While it is young, it uses the nutrients that are stored in the seeds on its back in order to grow. ","Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger.","Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger.",1,0,2,1,3,1,0,0,0,0,0,0,69,7,0,80,1,7,"","","","","|109+160|141+160|141+185|160+173|160+185|109+173+185","","","","","","",""
2,227,204,"Ivysaur",#FALSE#,#FALSE#,5,8,65,0,0,0,60,62,63,60,80,80,80,2,"82,83,106,145,159,189,197,220,223,224,242,","8,38,39,40,47,59,71,75,77,80,88,91,132,149,163,164,190,195,197,214,218,220,235,","109,141,160,173,185,","82,83,106,145,159,189,197,224,242,","15,19,39,47,48,117,124,156,162,163,197,213,222,226,235,","7,169,","","82,83,106,145,159,189,197,220,223,224,242,","8,39,47,71,75,80,91,149,163,164,168,192,197,208,214,235,264,278,325,","25,38,109,141,173,185,286,303,","","19,48,124,213,222,195,59,132,218,190,40,77,","",#TRUE#,#FALSE#,#FALSE#,2,"When the bulb on its back grows large, it appears to lose the ability to stand on its hind legs.","The bulb on its back grows by drawing energy. It gives off an aroma when it is ready to bloom.","Exposure to sunlight adds to its strength. Sunlight also makes the bud on its back grow larger.","If the bud on its back starts to smell sweet, it is evidence that the large flower will soon bloom.","The bulb on its back grows as it absorbs nutrients. The bulb gives off a pleasant aroma when it blooms. ","There is a bud on this Pokémon's back. To support its weight, Ivysaur's legs and trunk grow thick and strong. If it starts spending more time lying in the sunlight, it's a sign that the bud will bloom into a large flower soon.","There is a bud on this Pokémon's back. To support its weight, Ivysaur's legs and trunk grow thick and strong. If it starts spending more time lying in the sunlight, it's a sign that the bud will bloom into a large flower soon.",2,1,1,0,3,1,0,0,0,0,0,0,130,10,0,73,1,7,"","","","","|109+160|141+160|141+185|160+173|160+185|109+173+185","","","","","","",""
3,228,205,"Venusaur",#FALSE#,#FALSE#,5,8,65,0,0,0,80,82,83,80,100,100,100,2,"82,83,106,145,159,189,197,220,223,224,242,","8,38,39,40,47,59,71,75,77,80,88,91,95,132,149,163,164,166,190,195,197,214,218,220,235,","109,141,160,173,185,","82,83,106,145,159,189,197,224,242,","15,19,39,47,48,95,117,124,156,162,163,197,213,222,226,235,","7,169,","0","82,83,106,145,159,189,197,220,223,224,242,","8,39,47,55,71,75,80,91,95,149,163,164,166,168,192,197,208,214,235,264,278,325,","25,38,109,141,173,185,286,303,","","19,48,124,213,222,285,195,59,132,218,190,40,77,","",#TRUE#,#FALSE#,#FALSE#,2,"The plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.","The flower on its back catches the sun's rays. The sunlight is then absorbed and used for energy.","By spreading the broad petals of its flower and catching the sun's rays, it fills its body with power.","It is able to convert sunlight into energy. As a result, it is more powerful in the summertime.","As it warms itself and absorbs the sunlight, its flower petals release a pleasant fragrance. ","There is a large flower on Venusaur's back. The flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower's aroma soothes the emotions of people.","There is a large flower on Venusaur's back. The flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower's aroma soothes the emotions of people.",3,1,2,1,1,0,0,0,0,0,0,0,1000,20,0,65,1,7,"","","","","|109+160|141+160|141+185|160+173|160+185|109+173+185","","","","","","",""
4,229,206,"Charmander",#FALSE#,#FALSE#,2,0,66,0,0,0,39,52,43,65,60,50,50,2,"50,57,66,70,82,156,176,177,188,194,","54,88,38,235,168,91,214,195,149,59,75,101,51,164,43,132,47,218,190,64,221,40,163,8,65,77,39,208,","7,13,14,17,136,167,","57,66,70,82,107,156,177,188,","15,19,34,39,43,47,48,50,64,118,119,124,156,162,163,179,185,208,212,213,221,222,226,235,","37,","4","50,57,66,70,82,156,176,177,188,194,","8,39,43,47,64,70,75,91,101,149,163,164,168,208,214,235,252,262,273,278,283,314,325,","7,13,14,17,136,167,222,274,","","19,34,48,118,119,124,167,179,213,222,54,195,59,132,218,190,221,40,65,77,","121,",#TRUE#,#FALSE#,#FALSE#,2,"Obviously prefers hot places. When it rains, steam is said to spout from the tip of its tail.","The flame at the tip of its tail makes a sound as it burns. You can only hear it in quiet places.","The flame on its tail shows the strength of its life force. If it is weak, the flame also burns weakly.","The flame on its tail indicates Charmander's life force. If it is healthy, the flame burns brightly.","If it's healthy, the flame on the tip of its tail will burn vigorously, even if it gets a bit wet. ","The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when Charmander is enjoying itself. If the Pokémon becomes enraged, the flame burns fiercely.","The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when Charmander is enjoying itself. If the Pokémon becomes enraged, the flame burns fiercely.",1,0,5,1,6,1,0,0,0,0,0,0,85,6,0,80,1,14,"","","","","|7+13|7+14|7+136|13+14|13+136|13+167|14+17|14+136","","|7+13|7+14|7+136|7+274|13+14|13+136|13+274|14+17|14+136|14+274","","","","",""
5,230,207,"Charmeleon",#FALSE#,#FALSE#,2,0,66,0,0,0,58,64,58,80,80,65,65,2,"50,57,66,70,82,156,176,177,188,194,","8,38,39,40,43,47,51,54,59,64,65,75,77,88,91,101,132,149,163,164,168,190,195,208,214,218,221,235,","7,13,14,17,136,167,","57,66,70,82,107,156,177,188,","15,19,34,39,43,47,48,50,64,118,119,124,156,162,163,179,185,208,212,213,221,222,226,235,","37,","4","50,57,66,70,82,156,176,177,188,194,","8,39,43,47,64,70,75,91,101,149,163,164,168,208,214,235,252,262,273,278,283,314,325,","7,13,14,17,136,167,222,274,","","19,34,48,118,119,124,167,179,213,222,54,195,59,132,218,190,221,40,65,77,","121,",#TRUE#,#FALSE#,#FALSE#,2,"When it swings its burning tail, it elevates the temperature to unbearably high levels.","Tough fights could excite this Pokemon. When excited, it may blow out bluish-white flames.","It is very hot-headed by nature, so it constantly seeks opponents. It calms down only when it wins.","It has a barbaric nature. In battle, it whips its fiery tail around and slashes away with sharp claws.","If it becomes agitated during battle, it spouts intense flames, incinerating its surroundings. ","Charmeleon mercilessly destroys its foes using its sharp claws. If it encounters a strong foe, it turns aggressive. In this excited state, the flame at the tip of its tail flares with a bluish white color.","Charmeleon mercilessly destroys its foes using its sharp claws. If it encounters a strong foe, it turns aggressive. In this excited state, the flame at the tip of its tail flares with a bluish white color.",2,1,4,0,6,1,0,0,0,0,0,0,190,11,0,72,1,14,"","","","","|7+13|7+14|7+136|13+14|13+136|13+167|14+17|14+136","","|7+13|7+14|7+136|7+274|13+14|13+136|13+274|14+17|14+136|14+274","","","","",""
6,231,208,"Charizard",#FALSE#,#FALSE#,2,10,66,0,0,0,78,84,78,100,109,85,85,2,"50,57,66,70,82,156,176,177,188,194,248,","54,88,38,166,235,168,91,214,195,95,149,59,75,101,51,55,164,43,132,47,218,190,174,64,221,40,163,8,206,65,77,39,72,208,","7,13,14,17,136,167,","57,66,70,82,107,156,177,188,","39,72,208,119,222,118,235,19,226,48,95,212,34,179,156,50,55,67,43,124,47,162,15,64,221,185,163,213,","37,","4","50,57,66,70,82,156,176,177,188,194,248,","8,39,43,47,55,64,70,72,75,91,95,101,149,163,164,166,168,206,208,214,235,252,262,273,278,283,314,325,","7,13,14,17,136,167,222,274,","","19,34,48,118,119,124,167,179,213,222,258,54,195,59,132,218,190,221,40,65,77,","289,121,",#TRUE#,#FALSE#,#FALSE#,2,"Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.","When expelling a blast of super hot fire, the red flame at the tip of its tail burns more intensely.","If Charizard becomes furious, the flame at the tip of its tail flares up in a whitish-blue color.","Breathing intense hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies.","It uses its wings to fly high. The temperature of its fire increases as it gains experience in battle. ","Charizard flies around the sky in search of powerful opponents. It breathes Fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.","Charizard flies around the sky in search of powerful opponents. It breathes Fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.",3,1,5,1,4,0,0,0,0,0,0,0,905,17,0,64,1,14,"","","","","|7+13|7+14|7+136|13+14|13+136|13+167|14+17|14+136","","|7+13|7+14|7+136|7+274|13+14|13+136|13+274|14+17|14+136|14+274","","","","",""
7,232,209,"Squirtle",#FALSE#,#FALSE#,3,0,67,0,0,0,44,48,65,43,50,64,50,2,"17,23,94,149,157,158,185,224,225,244,249,","8,18,38,40,43,47,54,59,75,88,91,99,100,101,132,149,157,163,164,168,171,190,195,208,217,218,235,245,246,","29,68,74,87,127,129,","17,23,94,185,224,225,244,249,","15,18,19,24,34,43,47,48,98,118,119,124,156,162,163,179,185,208,212,213,217,226,235,244,","251,","2","17,23,94,149,157,158,185,224,225,244,249,","8,18,43,47,75,91,98,101,149,157,163,164,168,208,217,235,245,262,271,278,283,288,325,348,","68,74,87,127,129,309,319,354,","","19,34,48,118,119,124,179,213,54,171,195,100,59,132,99,218,190,40,","",#TRUE#,#FALSE#,#FALSE#,2,"After birth, its back swells and hardens into a shell. Powerfully sprays foam from its mouth.","Shoots water at prey while in the water. Withdraws into its shell when in danger.","The shell is soft when it is born. It soon becomes so resilient, prodding fingers will bounce off it.","The shell, which hardens soon after it is born, is resilient. If you poke it, it will bounce back out.","When it feels threatened, it draws its legs inside its shell and sprays water from its mouth. ","Squirtle's shell is not merely used for protection. The shell's rounded shape and the grooves on its surface help minimize resistance in Water, enabling this Pokémon to swim at high speeds.","Squirtle's shell is not merely used for protection. The shell's rounded shape and the grooves on its surface help minimize resistance in Water, enabling this Pokémon to swim at high speeds.",1,0,8,1,9,1,0,0,0,0,0,0,90,5,0,81,1,2,"","","","","|29+68|29+87|29+127|29+129|68+74|68+87|68+127|68+129|74+87|74+127|87+127","","|68+74|68+87|68+354|74+354|87+127|87+319|127+354|319+354|68+127+129|68+129+309|68+129+319|74+87+309|74+127+129|74+129+309|127+129+309|129+309+319","","","","",""
8,233,210,"Wartortle",#FALSE#,#FALSE#,3,0,67,0,0,0,59,63,80,58,65,80,65,2,"17,23,94,149,157,158,185,224,225,244,249,","8,18,38,40,43,47,54,59,75,88,91,99,100,101,132,149,157,163,164,168,171,190,195,208,217,218,235,245,246,","29,68,74,87,127,129,","17,23,94,185,224,225,244,249,","15,18,19,24,34,43,47,48,98,118,119,124,156,162,163,179,185,208,212,213,217,226,235,244,","251,","2","17,23,94,149,157,158,185,224,225,244,249,","8,18,43,47,75,91,98,101,149,157,163,164,168,208,217,235,245,262,271,278,283,288,325,348,","68,74,87,127,129,309,319,354,","","19,34,48,118,119,124,179,213,54,171,195,100,59,132,99,218,190,40,","",#TRUE#,#FALSE#,#FALSE#,2,"Often hides in water to stalk unwary prey. For swimming fast, it moves its ears to maintain balance.","When tapped, this Pokemon will pull in its head, but its tail will still stick out a little bit.","It is recognized as a symbol of longevity. If its shell has algae on it, that Wartortle is very old.","It cleverly controls its furry ears and tail to maintain its balance while swimming.","Its long, furry tail is a symbol of longevity, making it quite popular among older people. ","Its tail is large and covered with a rich, thick fur. The tail becomes increasingly deeper in color as Wartortle ages. The scratches on its shell are evidence of this Pokémon's toughness as a battler.","Its tail is large and covered with a rich, thick fur. The tail becomes increasingly deeper in color as Wartortle ages. The scratches on its shell are evidence of this Pokémon's toughness as a battler.",2,1,7,0,9,1,0,0,0,0,0,0,225,10,0,73,1,2,"","","","","|29+68|29+87|29+127|29+129|68+74|68+87|68+127|68+129|74+87|74+127|87+127","","|68+74|68+87|68+354|74+354|87+127|87+319|127+354|319+354|68+127+129|68+129+309|68+129+319|74+87+309|74+127+129|74+129+309|127+129+309|129+309+319","","","","",""
9,234,211,"Blastoise",#FALSE#,#FALSE#,3,0,67,0,0,0,79,83,100,78,85,105,85,2,"17,23,94,149,157,158,185,224,225,244,249,","8,18,38,40,43,47,54,55,59,75,88,91,95,99,100,101,132,149,157,163,164,166,168,171,190,195,208,217,218,235,245,246,","29,68,74,87,127,129,","17,23,94,185,224,225,244,249,","15,18,19,24,34,43,47,48,55,67,95,98,118,119,124,156,162,163,179,185,208,212,213,217,226,235,244,","251,","2","17,23,94,149,157,158,185,224,225,244,249,","8,18,43,47,55,75,91,95,98,101,149,157,163,164,166,168,208,217,235,245,262,271,278,283,288,325,348,","68,74,87,127,129,309,319,354,","","19,34,48,118,119,124,179,213,292,54,171,195,100,59,132,99,218,190,40,","",#TRUE#,#FALSE#,#FALSE#,2,"A brutal Pokemon with pressurized water jets on its shell. They are used for high speed tackles.","Once it takes aim at its enemy, it blasts out water with even more force than a fire hose.","It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.","The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.","It firmly plants its feet on the ground before shooting water from the jets on its back. ","Blastoise has Water spouts that protrude from its shell. The Water spouts are very accurate. They can shoot bullets of Water with enough accuracy to strike empty cans from a distance of over 160 feet.","Blastoise has Water spouts that protrude from its shell. The Water spouts are very accurate. They can shoot bullets of Water with enough accuracy to strike empty cans from a distance of over 160 feet.",3,1,8,1,7,0,0,0,0,0,0,0,855,16,0,65,1,2,"","","","","|29+68|29+87|29+127|29+129|68+74|68+87|68+127|68+129|74+87|74+127|87+127","","|68+74|68+87|68+354|74+354|87+127|87+319|127+354|319+354|68+127+129|68+129+309|68+129+319|74+87+309|74+127+129|74+129+309|127+129+309|129+309+319","","","","",""
10,24,212,"Caterpie",#FALSE#,#FALSE#,12,0,19,0,0,0,45,30,35,45,20,20,20,2,"209,224,","","","209,224,","","","0","209,224,","","","","","",#TRUE#,#TRUE#,#FALSE#,8,"Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.","If you touch the feeler on top of its head, it will release a horrible stink to protect itself.","For protection it releases a horrible stench from the antenna on its head to drive away enemies.","Its feet have suction cups designed to stick to any surface. It tenaciously climbs trees to forage.","It crawls into foliage where it camouflages itself among leaves that are the same color as its body. ","Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokémon releases a terrifically strong odor.","Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokémon releases a terrifically strong odor.",1,0,11,1,12,1,0,0,0,0,0,0,29,3,0,93,3,0,"","","","","","","","","","","",""
